Island,Full Name,Local Name,Page Title,Hours of Operation,Service Times,Cost of Admission,Year Founded,Current Use,Denomination,Church Code,Longitude Coordinate,Latitude Coordinate,Intro sentence,History Blurb,Exterior blurb,Bell tower blurb,Floors blurb,Google Map Image,Floor Plan Image,Facade Image,Artifact Group
Pellestrina,Sant'Antonio,San Antonio,Church of San Antonio,Only for mass,"M-Sa 5:30 PM, Su 11 AM, 5:30 PM",Free,1346,Active Church,Catholic,ANTP,12.302482,45.282621,"The Sant'Antonio, or San Antonio as it is locally known, was founded in the year 1346 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Antonio]]. Please click the link to learn more!,"The image below depicts the floor plan of San Antonio, including the location of the [[Church Floor Artifacts]].",,,ANTP.JPG,
Pellestrina,Ognissanti di Pellestrina,Ognissanti di Pellestrina,Church of Ognissanti di Pellestrina,Only for mass,TuThSa 6 PM; Su 9:30 AM,Free,1472,Active Church,Catholic,ONGP,12.300881,45.265582,"The Ognissanti di Pellestrina, or Ognissanti di Pellestrina as it is locally known, was founded in the year 1472 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Ognissanti di Pellestrina]]. Please click the link to learn more!,"The image below depicts the floor plan of Ognissanti di Pellestrina, including the location of the [[Church Floor Artifacts]].",,,,
Pellestrina,Santi Vito e Modesto,Santi Vito e Modesto in Pellestrina,Church of Santi Vito e Modesto in Pellestrina,Only for mass,Su 5:30 PM,Free,1595,Sanctuary,Catholic,VIMP,12.301168,45.27445,"The Santi Vito e Modesto, or Santi Vito e Modesto in Pellestrina as it is locally known, was founded in the year 1595 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Santi Vito e Modesto in Pellestrina, including the location of the [[Church Floor Artifacts]].",,,VIMP.JPG,
San Marco,Oratorio dell'Annunciata,Oratorio dell'Annunciata,Oratorio dell'Annunciata,Not Applicable,None,Not Applicable,900,Closed to the Public,Catholic,ANNU,12.331866,45.43427,"The Oratorio dell'Annunciata, or Oratorio dell'Annunciata as it is locally known, was founded in the year 900 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Oratorio dell'Annunciata, including the location of the [[Church Floor Artifacts]].",,ANNU_FP.JPG,ANNU.JPG,
San Marco,Chiesa di S. Bartolomeo,San Bartolomeo,Church of San Bartolomeo,TuThSa 10 AM - 12 PM; WF 7 PM - 9 PM,F 7 PM,Free,840,Active Church,Catholic,BART,12.336229,45.437731,"The Chiesa di S. Bartolomeo, or San Bartolomeo as it is locally known, was founded in the year 840 and is a Catholic church.","This church was first founded in the 9th century and then rebuilt and dedicated to Saint Bartolomeo in the 12th century. The church was again rebuilt in the 18th century to reflect the building standing today. The church avoided suppression from Napoleon, but was closed in the 1980s and reopened briefly as an art gallery. In recent years, the church has again been restored and is now used as a concert hall.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Bartolomeo]]. Please click the link to learn more!,"The image below depicts the floor plan of San Bartolomeo, including the location of the [[Church Floor Artifacts]].",BART_GM.JPG,BART_FP.JPG,BART.JPG,BART Artifacts
San Marco,Basilica di S. Marco,San Marco (Church),Basilica of San Marco (Church),M-Sa 9:45 AM - 5 PM; Su 2 PM - 4 PM,"M-Sa 7 AM, 8 AM, 9 AM, 10 AM, 11 AM, 12 PM; Su 7 AM, 8 AM, 9 AM, 10:30 AM, 12 PM, 5:30 PM",Free,828,Active Church,Catholic,BASI,12.339458,45.434644,"The Basilica di S. Marco, or San Marco (Church) as it is locally known, was founded in the year 828 and is a Catholic church.","The first Saint Marks was built in the 9th century and was nothing more than a temporary chapel in the [[Doge’s Palace]] until it was built as its own building in 10th century . The church has been reconstructed several times, but the base for the current church was laid out in the 11th century. At this time the body of St. Mark was brought to the Basilica. In the 13th century, a new façade was laid and the mosaics were added to the interior. These mosaics were restored in the 17th century and remain intact today. On the balcony of the basilica are the four Horses of St. Mark which were forged and installed in the 13th century. While the basilica remained open during Napoleon’s occupation of Venice, he took the horses to Paris, but they were returned shortly after the French occupation ended.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Marco (Church)]]. Please click the link to learn more!,"The image below depicts the floor plan of San Marco (Church), including the location of the [[Church Floor Artifacts]].",BASI_GM.JPG,,BASI.JPG,
San Marco,Chiesa di S. Basso,San Basso,Church of San Basso,Not Applicable,None,Not Applicable,1073,Music Hall,Catholic,BASS,12.339329,45.435141,"The Chiesa di S. Basso, or San Basso as it is locally known, was founded in the year 1073 and is a Catholic church.","Just outside of Saint Mark’s Square, San Basso was first constructed in the 11th century. After being destroyed by two fires, the church was last rebuilt in the 17th century. The façade from this rebuild remains unfinished, the bottom half is smooth stone, but the top cuts off, incomplete.  Napoleon closed the church in 1810, and was then used to store art work. It was restored in the 1950s and now hosts exhibits and Vivaldi concerts.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Basso, including the location of the [[Church Floor Artifacts]].",BASS_GM.JPG,,BASS.JPG,
San Marco,Chiesa di S. Benedetto,San Benedetto,Church of San Benedetto,Not Applicable,None,Not Applicable,1005,Closed to the Public,Catholic,BENE,12.332463,45.435834,"The Chiesa di S. Benedetto, or San Benedetto as it is locally known, was founded in the year 1005 and is a Catholic church.","This church was founded in the 10th century and then given to Benedictine monks in the 11th century. After a fire, in the 12th century, the church was rebuilt and passed to the Cistercians at the request of Pope Gregory IX. It was then repossessed by the first patriarch in the 15th century. A final reconstruction occurred in the 17th century, but unfortunately the church was closed at the beginning of the 20th century.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Benedetto]]. Please click the link to learn more!,"The image below depicts the floor plan of San Benedetto, including the location of the [[Church Floor Artifacts]].",BENE_GM.JPG,,BENE.JPG,
San Marco,Chiesa della S. Croce degli Armeni,Santa Croce (Church),Church of Santa Croce (Church),None,Su 10:30 AM,Not Applicable,1451,Active Church,Armenian Catholic,CROA,12.33772,45.435638,"The Chiesa della S. Croce degli Armeni, or Santa Croce (Church) as it is locally known, was founded in the year 1451 and is an Armenian Catholic church.","In the 13th century, this property was given to the Armenian population of Venice by the current Doge’s son. A small chapel was built there in the 15th century and then rebuilt in the 17th century. The Armenian population then moved the majority of their services to the monastery on the island of [[San Lazzaro degli Armeni]].",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Croce (Church)]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Croce (Church), including the location of the [[Church Floor Artifacts]].",CROA_GM.JPG,,CROA.JPG,
San Marco,Chiesa di S. Fantino,San Fantin,Church of San Fantin,Not Applicable,None,Not Applicable,650,Closed to the Public,Catholic,FANT,12.334094,45.433989,"The Chiesa di S. Fantino, or San Fantin as it is locally known, was founded in the year 650 and is a Catholic church.","This church is thought to have been founded in the 9th century, but written documentation reveals evidence of its existence in the 12th century. The church was rebuilt in the 15th century to add two side naves to the building. The church was again rebuilt at the beginning of the 16th century with a very plain exterior.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Fantin, including the location of the [[Church Floor Artifacts]].",FANT_GM.JPG,,FANT.JPG,
San Marco,Chiesa di S. Gallo,San Gallo,Church of San Gallo,Not Applicable,None,Not Applicable,1581,Closed to the Public,Catholic,GALL,12.336829,45.434727,"The Chiesa di S. Gallo, or San Gallo as it is locally known, was founded in the year 1581 and is a Catholic church.","This chapel was built in the 16th century, and then rebuilt at the beginning of the 18th century. The building did not last long though as it was knocked down in at the end of the 19th century. While the façade remains, a hotel now stands on the previous location of the church.  ",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Gallo, including the location of the [[Church Floor Artifacts]].",GALL_GM.JPG,,GALL.JPG,
San Marco,Chiesa S. Maria del Giglio,Santa Maria Zobenigo,Church of Santa Maria Zobenigo,M-Sa 10 AM - 5 PM,"Sa 6 PM; Su 11:30 AM, 6 PM","Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",900,Active Church,Catholic,GIGL,12.332753,45.43274,"The Chiesa S. Maria del Giglio, or Santa Maria Zobenigo as it is locally known, was founded in the year 900 and is a Catholic church.",This church was destroyed by fires in both the 10th and 12th centuries and was named Santa Maria Zobenigo. The current church was built in the 17th century and was renamed to the [[Church of Santa Maria del Giglio]]. The church was last restored in the 19th century to preserve the ornate façade.,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of Santa Maria Zobenigo, including the location of the [[Church Floor Artifacts]].",GIGL_GM.JPG,GIGL_FP.JPG,GIGL.JPG,GIGL Artifacts
San Marco,Chiesa di S. Luca,San Luca,Church of San Luca,Unknown,Unknown,Free,1000,Active Church,Catholic,LUCA,12.333649,45.435839,"The Chiesa di S. Luca, or San Luca as it is locally known, was founded in the year 1000 and is a Catholic church.","Originally built in the 11th century, the church has since undergone reconstruction in the 16th century.   The façade collapsed in the 19th century, causing another round of rebuilding to occur. During this rebuild, the floor was covered up and several tombs and artifacts were lost, including that of Pietro Giovane.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Luca]]. Please click the link to learn more!,"The image below depicts the floor plan of San Luca, including the location of the [[Church Floor Artifacts]].",LUCA_GM.JPG,LUCA_FP.JPG,LUCA.JPG,LUCA Artifacts
San Marco,Chiesa di S. Maurizio,San Maurizio,Church of San Maurizio,Not Applicable,None,Not Applicable,1105,Museum of Music,Catholic,MAUR,12.33157,45.433087,"The Chiesa di S. Maurizio, or San Maurizio as it is locally known, was founded in the year 1105 and is a Catholic church.",This church was first constructed in the 9th century but was destroyed and rebuilt following the fire in the 12th century. The present church was built at the turn of the 19th century in the neoclassical style. This rebuild was designed to expand the church so the congregation could replace the demolished [[Church of San Geminiano]].,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Maurizio, including the location of the [[Church Floor Artifacts]].",MAUR_GM.JPG,,MAUR.JPG,MAUR Artifacts
San Marco,Chiesa di S. Moisè Profeta,San Moisè,Church of San Moisè,M-F 3:30 PM - 7 PM,Unknown,Free,797,Active Church,Catholic,MOIS,12.336048,45.433134,"The Chiesa di S. Moisè Profeta, or San Moisè as it is locally known, was founded in the year 797 and is a Catholic church.","This church was founded in the 8th century by Moise Venier who dedicated the church to his namesake saint, Moses. The church was rebuilt twice, one in the 12th century and one in the 17th century.  A dramatic façade was built at this time with carvings of the four virtues and many angles and animals.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Moisè]]. Please click the link to learn more!,"The image below depicts the floor plan of San Moisè, including the location of the [[Church Floor Artifacts]].",MOIS_GM.JPG,MOIS_FP.JPG,MOIS.JPG,MOIS Artifacts
San Marco,Chiesa di Ss. Salvatore,San Salvador,Church of San Salvador,"M-Sa 9 AM - 12 PM, 3 PM - 6 PM; Su 3 PM - 7 PM","MSa 7 PM; Su 10:30 AM, 7:30 PM",Free,1141,Active Church,Catholic,SALV,12.336506,45.43688,"The Chiesa di Ss. Salvatore, or San Salvador as it is locally known, was founded in the year 1141 and is a Catholic church.","This church was first built in the 7th century and named for the Savior who appeared in a dream to the builder of the church. The church was destroyed by fire in the 12th century and rebuilt as it appears of the [[De’Barbari Map]]. The current church was built in the 16th century, with the façade being added in the 17th century.  As a result of the Austrian occupation of Venice in the 19th century, there is a cannon ball lodged in the bottom left corner of the façade.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Salvador]]. Please click the link to learn more!,"The image below depicts the floor plan of San Salvador, including the location of the [[Church Floor Artifacts]].",SALV_GM.JPG,SALV_FP.JPG,SALV.JPG,SALV Artifacts
San Marco,Chiesa di S. Samuele Profeta,San Samuele,Church of San Samuele,Not Applicable,None,Not Applicable,1008,Closed to the Public,Catholic,SAMU,12.328299,45.433627,"The Chiesa di S. Samuele Profeta, or San Samuele as it is locally known, was founded in the year 1008 and is a Catholic church.","The church was first built in the 11th century, but required renovation after the 12th century fire. The current building was constructed in the 17th century; however, the façade was updated in the 1950s. The new façade mostly reflects the characteristics of the old one, but also added a porch to the front.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Samuele]]. Please click the link to learn more!,"The image below depicts the floor plan of San Samuele, including the location of the [[Church Floor Artifacts]].",SAMU_GM.JPG,,SAMU.JPG,
San Marco,Chiesa di S. Stefano Profeta,San Stefano,Church of San Stefano,M-Sa 10 AM - 5 PM,"M-Sa 7 PM; Su 10:30 AM, 7 PM",Free,1254,Active Church,Catholic,STEF,12.331042,45.43372,"The Chiesa di S. Stefano Profeta, or San Stefano as it is locally known, was founded in the year 1254 and is a Catholic church.",This convent church was founded around the 13th century Augustinian monks from the [[Church of Sant’Anna]] in [[Castello]]. The current church was begun in the 14th century and has only been restored twice since its first construction.  The church has quite a bloody history as no fewer than six monks have been killed within its walls. This caused the church to be deconsecrated after each occurrence.,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Stefano]]. Please click the link to learn more!,"The image below depicts the floor plan of San Stefano, including the location of the [[Church Floor Artifacts]].",STEF_GM.JPG,STEF_FP.JPG,STEF.JPG,STEF Artifacts
San Marco,Chiesa di S. Teodoro,San Teodoro,Church of San Teodoro,Not Applicable,None,Not Applicable,Unknown,Closed to the Public,Catholic,TODA,12.340259,45.434984,"The Chiesa di S. Teodoro, or San Teodoro as it is locally known, was founded in the year Unknown and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Teodoro, including the location of the [[Church Floor Artifacts]].",,,TODA.JPG,
San Marco,Chiesa di S. Vitale,S. Vidal,Church of S. Vidal,Not Applicable,None,Not Applicable,1084,Concert Hall,Catholic,VIDA,12.329398,45.432436,"The Chiesa di S. Vitale, or S. Vidal as it is locally known, was founded in the year 1084 and is a Catholic church.","This church was founded by Doge Vitale Falier, who the church was then named for, in the 11th century.  The church was rebuilt in the 12th century following a fire, and then again in the 17th century.  The church fell into disrepair and was deconsecrated before becoming an exhibition hall. Restoration work at the turn of the 20th and 21st centuries has maintained the Palladian-style façade. The church is now used to host concerts.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - S. Vidal]]. Please click the link to learn more!,"The image below depicts the floor plan of S. Vidal, including the location of the [[Church Floor Artifacts]].",VIDA_GM.JPG,VIDA_FP.JPG,VIDA.JPG,VIDA Artifacts
San Marco,Chiesa di S. Giuliano,San Zulian,Church of San Zulian,M-F 8:30 AM - 7 PM,"M-F 10:30 AM; Sa 10:30 AM, 5:30 PM; Su 9:30 AM, 11:30 AM, 5 PM",Free,829,Active Church,Catholic,ZULI,12.338582,45.435956,"The Chiesa di S. Giuliano, or San Zulian as it is locally known, was founded in the year 829 and is a Catholic church.","This church was founded in the 9th century and dedicated to Saint Giuliano, but the Venetians have abbreviated the name to San Zulian. Like most in [[San Marco]], this church was rebuilt in the 12th century following the fire, and then again in the 16th century.  The architect of the latest building is entombed in the church in honor of his contributions.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Zulian]]. Please click the link to learn more!,"The image below depicts the floor plan of San Zulian, including the location of the [[Church Floor Artifacts]].",ZULI_GM.JPG,ZULI_FP.JPG,ZULI.JPG,ZULI Artifacts
San Michele,San Michele,San Michele,Church of San Michele,M-F 8:30 AM - 12 PM,M-Sa 5 PM; Su 10 AM,Free,1221,Active Church,Catholic,MICH,12.346882,45.449286,"The San Michele, or San Michele as it is locally known, was founded in the year 1221 and is a Catholic church.","San Michele in Isola was originally founded in the 10th century, and later consecrated in in 1221.  A monastery was built in 1212 and housed Camaldolite monks for over six hundred years.  The most famous monk to be housed at the monastery was Fra Mario Capellari, who would become Pope Gregory XVI.  The Renaissance style façade seen today was completed in 1478 by Mauro Codussi, a builder who would later construct several famous buildings in Venice.  The Istrian stone used on the church’s façade would influence many future Venetian churches. ",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Michele]]. Please click the link to learn more!,"The image below depicts the floor plan of San Michele, including the location of the [[Church Floor Artifacts]].",MICH_GM.JPG,MICH_FP.JPG,MICH.JPG,MICH Artifacts
San Pietro in Volta (Pellestrina island),Chiesa di S. Pietro Apostolo,San Pietro,Church of San Pietro,Unknown,TThSa 5:30 PM; Su 9 AM,Free,1090,Active Church,Catholic,PIAP,12.315974,45.317496,"The Chiesa di S. Pietro Apostolo, or San Pietro as it is locally known, was founded in the year 1090 and is a Catholic church.",,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Pietro]]. Please click the link to learn more!,"The image below depicts the floor plan of San Pietro, including the location of the [[Church Floor Artifacts]].",,,PIAP.JPG,
San Polo,Chiesa di S. Aponallinare,Sant'Aponal,Church of Sant'Aponal,Not Applicable,None,Not Applicable,1034,Closed to the Public,Catholic,APON,12.332507,45.437964,"The Chiesa di S. Aponallinare, or Sant'Aponal as it is locally known, was founded in the year 1034 and is a Catholic church.","This church was founded in the 11th century and named for one of the city’s patron saints, Santa Appollinaire, fondly shortened to Sant’Aponal. The current Gothic church dates back to the 15th century with restoration occurring in the 16th century. The parish church was suppressed in 1810 by Napoleon, and was later used as a mill and a prison for political enemies. The church was reconsecrated in the 1850s with several of the original furnishings returned as well as contributions from various other suppressed churches in the city. In 1929, the sculptures surrounding the doorway were returned to the [[Church of Sant’Elena]] in [[Castello]]. The church was later closed in the 1980s.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Sant'Aponal]]. Please click the link to learn more!,"The image below depicts the floor plan of Sant'Aponal, including the location of the [[Church Floor Artifacts]].",APON_GM.JPG,,APON.JPG,
San Polo,Chiesa di S. Cassiano,San Cassian,Church of San Cassian,"Tu-Sa 9 AM - 12 PM, 5 PM - 7 PM",M-Sa 7 PM; Su 10 AM,Free,900,Active Church,Catholic,CASS,12.332063,45.439702,"The Chiesa di S. Cassiano, or San Cassian as it is locally known, was founded in the year 900 and is a Catholic church.","The first church built on this site was in the 8th century, but was rebuilt about every hundred years until the 14th century.  A final rebuild occurred in the 17th century and the interior has remained the same since. The façade faces a canal, so from the street, one might not realize this building is a church except for the small detail around the doorway.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Cassian]]. Please click the link to learn more!,"The image below depicts the floor plan of San Cassian, including the location of the [[Church Floor Artifacts]].",CASS_GM.JPG,CASS_FP.JPG,CASS.JPG,CASS Artifacts
San Polo,Chiesa di S. Giovanni Elemosinario,San Giovanni Elemosinario,Church of San Giovanni Elemosinario,M-Sa 10-5pm,Su 11:30 AM,"Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",1071,Active Church,Catholic,ELEM,12.334383,45.438711,"The Chiesa di S. Giovanni Elemosinario, or San Giovanni Elemosinario as it is locally known, was founded in the year 1071 and is a Catholic church.","This church was founded in the 10th century and named for Saint John the Almsgiver, whose body is laid to rest in the [[Church of San Giovanni in Bragora]] in [[Castello]].  The church was rebuilt in the 12th century following the fire, and again in the 15th century, only to be destroyed by fire in the 16th century.  The church was rebuilt in the 16th century and recently underwent extensive restoration in the early 2000s.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Giovanni Elemosinario]]. Please click the link to learn more!,"The image below depicts the floor plan of San Giovanni Elemosinario, including the location of the [[Church Floor Artifacts]].",ELEM_GM.JPG,ELEM_FP.JPG,ELEM.JPG,ELEM Artifacts
San Polo,Chiesa di S. Giovanni Evangelista,San Giovanni Evangelista,Church of San Giovanni Evangelista,Not Applicable,None,Not Applicable,970,Closed to the Public,Catholic,EVAN,12.326034,45.438214,"The Chiesa di S. Giovanni Evangelista, or San Giovanni Evangelista as it is locally known, was founded in the year 970 and is a Catholic church.","This church was first founded in the 10th century but was rebuilt in the 15th century.  The church has undergone several restorations since then, in the 18th and 19th centuries. The church has an arched entry way into a small campo that contains the entrance to both the scuola and the church.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Giovanni Evangelista]]. Please click the link to learn more!,"The image below depicts the floor plan of San Giovanni Evangelista, including the location of the [[Church Floor Artifacts]].",EVAN_GM.JPG,EVAN_FP.JPG,EVAN.JPG,EVAN Artifacts
San Polo,Chiesa di Santa Maria Gloriosa dei Frari,I Frari,Church of I Frari,M-Sa 9 AM - 6 PM; Su 1 PM - 6 PM,"Sa 8:30 AM, 6:30 PM; Su 9 AM, 12 PM, 4:30 PM","Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",1227,Active Church,Catholic,FRAR,12.326665,45.437114,"The Chiesa di Santa Maria Gloriosa dei Frari, or I Frari as it is locally known, was founded in the year 1227 and is a Catholic church.","The Frari was established by Franciscan friars after they were granted this land by Doge Jacopo Tiepolo. The first church to be built in the 13th century was much smaller than the current one, which was completed in the 15th century. Aside from its size, the Frari has a rather plain brick façade. The interior boasts Titian’s Assumption over the main altar. The painting is more colorful compared to the other artwork hanging in the church, but its size is the most impressive factor.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - I Frari]]. Please click the link to learn more!,"The image below depicts the floor plan of I Frari, including the location of the [[Church Floor Artifacts]].",FRAR_GM.JPG,FRAR_FP.JPG,FRAR.JPG,FRAR Artifacts
San Polo,Chiesa di S. Giacomo Apostolo,San Giacometo di Rialto,Church of San Giacometo di Rialto,M-F 9:30 AM - 6 PM,M-F 5:30 PM; Su 10 AM,Free,421,Active Church and Art Museum,Catholic,GIAC,12.33531,45.438598,"The Chiesa di S. Giacomo Apostolo, or San Giacometo di Rialto as it is locally known, was founded in the year 421 and is a Catholic church.","The inscription of the pillar to the left of the nave dates the church as having been established in the 5th century. This is the same year the city attributes to its founding. The current church was built in the 12th century, but it underwent restoration in the 16th century when baroque-influenced features were added. The altars in the church were dedicated to different trade guilds as the church is located in the famous Rialto market. The church is still in use by locals, but also hosts small concerts.",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Giacometo di Rialto, including the location of the [[Church Floor Artifacts]].",GIAC_GM.JPG,GIAC_FP.JPG,GIAC.JPG,GIAC Artifacts
San Polo,Chiesa di S. Paolo Apostolo,San Polo,Church of San Polo,M-Sa 10 AM - 5 PM,MW 5:30 PM; Sa 5:30 PM; Su 11:30 AM,"Chorus Pass for year: 10 €, 7 € students. 1 time, 3 €, 1.50 € students.",837,Active Church,Catholic,POLO,12.329532,45.43721,"The Chiesa di S. Paolo Apostolo, or San Polo (Church) as it is locally known, was founded in the year 837 and is a Catholic church.","This church was founded in the 9th century by the Doges Pietro Tradonico and Orso Parecipazio. The church was later rebuilt in the 12th, 15th and 19th centuries which destroyed several pieces of art work including mosaics and an altar front. The 19th century restoration did, however, uncover a previously hidden ship’s keel roof and window on the façade.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Polo]]. Please click the link to learn more!,"The image below depicts the floor plan of San Polo (Church), including the location of the [[Church Floor Artifacts]].",POLO_GM.JPG,POLO_FP.JPG,POLO.JPG,POLO Artifacts
San Polo,Chiesa di S. Rocco,San Rocco,Church of San Rocco,"M-F 8 AM - 12:30 PM, 3 PM - 5 PM",Su 11 AM,Free,1507,Active Church,Catholic,ROCC,12.325308,45.436997,"The Chiesa di S. Rocco, or San Rocco as it is locally known, was founded in the year 1507 and is a Catholic church.",This church was built in the 15th century and dedicated to the Confraternity of San Rocco. A scuola was also established next door which contains large collections of artwork on both the walls and ceilings. The church was rebuilt in the 18th century for fear of collapse.,The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Rocco]]. Please click the link to learn more!,"The image below depicts the floor plan of San Rocco, including the location of the [[Church Floor Artifacts]].",ROCC_GM.JPG,ROCC_FP.JPG,ROCC.JPG,ROCC Artifacts
San Polo,Chiesa di S. Silvestro,San Silvestro,Church of San Silvestro,"M-Sa 7:30 AM - 11:30 AM, 4 PM - 6 PM",M-F 8:30 AM; Sa 6 PM; Su 8:15 AM,Free,884,Active Church,Catholic,SILV,12.333396,45.437553,"The Chiesa di S. Silvestro, or San Silvestro as it is locally known, was founded in the year 884 and is a Catholic church.","Founded in the 9th century, this church was rebuilt in the 15th and 17th centuries.  The church seen today was constructed in the 19th century after the church began to crumble.  The façade however was not completed until the 1900s. A few statues from the 17th century rendition remain just inside the doorway, but all else has been lost.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - San Silvestro]]. Please click the link to learn more!,"The image below depicts the floor plan of San Silvestro, including the location of the [[Church Floor Artifacts]].",SILV_GM.JPG,SILV_FP.JPG,SILV.JPG,
San Polo,Chiesa di S. Tomà,San Tommaso,Church of San Tommaso,Not Applicable,None,Not Applicable,917,Closed to the Public,Catholic,TOMA,12.327752,45.43596,"The Chiesa di S. Tomà, or San Tommaso as it is locally known, was founded in the year 917 and is a Catholic church.","This church was founded in the 10th century and is dedicated to Saint Thomas the Apostle. The church was restored several times between the 14th and 17th centuries.  The façade was added in the late 18th century, but appears to be incomplete as the front is very plain with no carvings of statues adorning it.  This church claimed to have over 10,000 holy relics before it was closed in 1984. It has yet to be reopened. ",The façade in place today can be seen in the image located at the top of the page.,There is no bell tower associated with this church.,"The image below depicts the floor plan of San Tommaso, including the location of the [[Church Floor Artifacts]].",TOMA_GM.JPG,,TOMA.JPG,
Santa Croce,Chiesa di Sant'Andrea Apostolo,La Zirada,Church of La Zirada,Not Applicable,None,Not Applicable,1329,Closed to the Public,Catholic,ANDR,12.316176,45.438393,"The Chiesa di Sant'Andrea Apostolo, or La Zirada as it is locally known, was founded in the year 1329 and is a Catholic church.","Sant’Andrea was founded in the 14th century as a hospice for poor women. The convent and church were then rebuilt in the 15th century, and then underwent restoration in the 17th century to add baroque features to the interior. The façade is original to the 15th century building and was designed in the Venetian Gothic style.  Napoleon closed the church and had the convent demolished during his reign over Venice.  The church is no longer practicing and is a sculpture’s studio.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - La Zirada]]. Please click the link to learn more!,"The image below depicts the floor plan of La Zirada, including the location of the [[Church Floor Artifacts]].",ANDR_GM.JPG,,ANDR.JPG,
Santa Croce,Chiesa di S. Maria Maggiore,Santa Maria Maggiore,Church of Santa Maria Maggiore,Not Applicable,None,Not Applicable,1400,Prison,Catholic,MAGG,12.316842,45.435149,"The Chiesa di S. Maria Maggiore, or Santa Maria Maggiore as it is locally known, was founded in the year 1400 and is a Catholic church.","A Franciscan convent was built in the 15th century for nuns from the [[Church of Sant’Agnese]].  The church was suppressed in 1805, and the nuns were forced to move to the [[Church of Santa Croce]] in [[San Marco]], as their convent was being used as military barracks. The convent was demolished in 1900. After the suppression, the church became a tobacco factory warehouse before the grounds were extended and the church converted to a prison in the 1920’s.",The façade in place today can be seen in the image located at the top of the page.,The bell tower associated with this church is [[Bell Tower - Santa Maria Maggiore]]. Please click the link to learn more!,"The image below depicts the floor plan of Santa Maria Maggiore, including the location of the [[Church Floor Artifacts]].",MAGG_GM.JPG,,MAGG.JPG,
